hcp_id,first_name,last_name,specialty,segment,territory,city,state,practice_type,account_tenure,opt_out_flag,channel_preference,interaction_count_digital_ad,interaction_count_email,interaction_count_phone_call,interaction_count_rep_visit,interaction_count_webinar,successful_interactions_digital_ad,successful_interactions_email,successful_interactions_phone_call,successful_interactions_rep_visit,successful_interactions_webinar,success_rate_digital_ad,success_rate_email,success_rate_phone_call,success_rate_rep_visit,success_rate_webinar,last_engagement_date_digital_ad,last_engagement_date_email,last_engagement_date_phone_call,last_engagement_date_rep_visit,last_engagement_date_webinar,recency_days_digital_ad,recency_days_email,recency_days_phone_call,recency_days_rep_visit,recency_days_webinar,frequency_score_rep_visit,recency_score_rep_visit,frequency_score_phone_call,recency_score_phone_call,frequency_score_webinar,recency_score_webinar,frequency_score_email,recency_score_email,frequency_score_digital_ad,recency_score_digital_ad,channel_score_rep_visit,channel_score_phone_call,channel_score_webinar,channel_score_email,channel_score_digital_ad,weighted_engagement_score,engagement_rank,engagement_level,recommended_channel,engagement_eligible
161,Michelle,Cherry,oncology,low_value,TERR_39,Chicago,IL,hospital,1.0,False,In-Person-Heavy,2.0,4.0,4.0,4.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.5,0.25,0.75,0.0,2025-10-22 16:00:00,2025-11-17 10:00:00,2025-12-29 10:00:00,2025-12-19 16:00:00,2025-06-24 08:00:00,72,46,4,14,192,0.23529411764705882,0.6818181818181818,0.25,0.8823529411764706,0.2,0.13513513513513511,0.23529411764705882,0.39473684210526316,0.125,0.29411764705882354,0.581951871657754,0.3764705882352941,0.08702702702702703,0.3995356037151703,0.09632352941176471,34.17,194,Medium Engagement,rep_visit,True
162,Lisa,Keith,oncology,medium_value,TERR_33,Nashville,TN,hospital,1.7,False,Digital-Heavy,3.0,9.0,7.0,6.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.2857142857142857,0.6666666666666666,0.0,2025-10-08 13:00:00,2025-12-11 12:00:00,2025-10-30 08:00:00,2025-11-28 16:00:00,2025-09-30 12:00:00,86,22,64,35,94,0.35294117647058826,0.46153846153846145,0.4375,0.3191489361702128,0.5,0.24193548387096778,0.5294117647058824,0.5769230769230769,0.1875,0.25862068965517243,0.5315233785822021,0.3379369300911854,0.19838709677419356,0.27420814479638006,0.10797413793103448,32.4,227,Medium Engagement,rep_visit,True
163,Angel,Doyle,endocrinology,high_value,TERR_03,Detroit,MI,hospital,2.2,False,Digital-Heavy,7.0,9.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,0.2857142857142857,0.2222222222222222,1.0,1.0,0.5,2025-12-31 08:00:00,2025-12-25 14:00:00,2025-09-08 12:00:00,2025-12-12 11:00:00,2025-11-21 14:00:00,2,8,116,21,42,0.17647058823529413,0.5882352941176471,0.125,0.2054794520547945,0.4,0.4166666666666667,0.5294117647058824,0.7894736842105263,0.4375,0.9375,0.6705882352941177,0.5785958904109589,0.45333333333333337,0.42782937736498106,0.4616071428571429,54.1,2,High Engagement,rep_visit,True
164,Martin,Galvan,cardiology,low_value,TERR_47,Mesa,AZ,hospital,0.5,True,In-Person-Heavy,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,,,,2025-12-09 15:00:00,2025-09-25 17:00:00,,,,24,99,0.17647058823529413,0.5555555555555556,0.0,0.0,0.2,0.23255813953488372,0.0,0.0,0.0,0.0,0.49738562091503263,0.0,0.10651162790697674,0.0,0.0,17.05,455,Low Engagement,Do Not Contact,False
165,Leah,Shields,cardiology,medium_value,TERR_24,Columbus,OH,clinic,4.1,False,Digital-Heavy,1.0,2.0,6.0,7.0,5.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.16666666666666666,0.42857142857142855,0.4,2025-01-23 11:00:00,2025-07-09 11:00:00,2025-12-18 08:00:00,2025-11-03 08:00:00,2025-09-11 09:00:00,344,177,15,60,113,0.4117647058823529,0.3333333333333333,0.375,0.6666666666666666,0.5,0.2097902097902098,0.11764705882352941,0.14492753623188406,0.0625,0.08021390374331551,0.4044817927170868,0.3291666666666666,0.39195804195804196,0.06427962489343564,0.0347927807486631,28.04,292,Medium Engagement,rep_visit,True
166,Lisa,Adams,cardiology,high_value,TERR_21,Columbus,OH,clinic,1.7,False,Mixed,8.0,15.0,3.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2025-11-20 11:00:00,2025-12-31 12:00:00,2025-07-28 17:00:00,2025-10-02 15:00:00,2025-12-22 08:00:00,43,2,158,92,11,0.058823529411764705,0.24590163934426232,0.1875,0.1595744680851064,0.3,0.7317073170731707,0.8823529411764706,0.9375,0.5,0.410958904109589,0.06682738669238188,0.08816489361702128,0.23634146341463413,0.6522058823529412,0.2321917808219178,21.76,401,Medium Engagement,email,True
167,Kristin,Rodriguez,oncology,high_value,TERR_18,Los Angeles,CA,hospital,5.2,False,Digital-Heavy,2.0,7.0,6.0,7.0,5.0,0.0,1.0,3.0,6.0,4.0,0.0,0.14285714285714285,0.5,0.8571428571428571,0.8,2025-08-27 15:00:00,2025-10-02 11:00:00,2025-12-24 12:00:00,2025-10-20 08:00:00,2025-12-12 15:00:00,128,92,9,74,21,0.4117647058823529,0.28846153846153844,0.375,0.7692307692307692,0.5,0.5882352941176471,0.4117647058823529,0.24590163934426232,0.125,0.189873417721519,0.6097931480284421,0.5163461538461538,0.6676470588235295,0.24413831106212974,0.07547468354430381,46.77,14,High Engagement,webinar,True
168,Monica,Garrison,primary_care,medium_value,TERR_42,Los Angeles,CA,clinic,0.9,False,Digital-Heavy,0.0,2.0,6.0,10.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.16666666666666666,0.5,0.5,,2025-07-23 15:00:00,2025-11-13 15:00:00,2025-12-18 12:00:00,2025-12-31 10:00:00,,163,50,15,2,0.5882352941176471,0.6666666666666666,0.375,0.37499999999999994,0.2,0.9375,0.11764705882352941,0.15544041450777202,0.0,0.0,0.5598039215686275,0.2708333333333333,0.4975,0.06638220054861323,0.0,33.16,209,Medium Engagement,rep_visit,True
169,Jeffrey,Velasquez,cardiology,low_value,TERR_30,Dallas,TX,hospital,0.9,False,Digital-Heavy,0.0,1.0,5.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,,2025-09-04 16:00:00,2025-06-24 08:00:00,2025-11-25 11:00:00,2025-09-12 13:00:00,,120,192,38,112,0.35294117647058826,0.4411764705882353,0.3125,0.13513513513513511,0.2,0.2112676056338028,0.058823529411764705,0.2,0.0,0.0,0.2774509803921569,0.12077702702702703,0.10225352112676056,0.05764705882352942,0.0,13.65,477,Low Engagement,rep_visit,True
170,Steven,Torres,oncology,low_value,TERR_22,Oakland,CA,private_practice,5.4,False,Mixed,0.0,4.0,5.0,3.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.25,0.2,1.0,0.0,,2025-12-30 12:00:00,2025-12-17 11:00:00,2025-12-10 14:00:00,2025-08-14 12:00:00,,3,16,23,141,0.17647058823529413,0.5660377358490566,0.3125,0.6521739130434783,0.4,0.17543859649122806,0.23529411764705882,0.9090909090909091,0.0,0.0,0.6661487236403996,0.32418478260869565,0.1550877192982456,0.3774064171122995,0.0,35.23,178,Medium Engagement,rep_visit,True
171,Laura,Perez,primary_care,high_value,TERR_17,Cleveland,OH,clinic,3.0,False,In-Person-Heavy,2.0,6.0,7.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.16666666666666666,0.2857142857142857,0.0,0.5,2025-11-26 13:00:00,2025-12-11 17:00:00,2025-08-07 10:00:00,2025-12-15 13:00:00,2025-01-28 11:00:00,37,22,148,18,339,0.11764705882352941,0.625,0.4375,0.16853932584269662,0.2,0.08130081300813008,0.35294117647058826,0.5769230769230769,0.125,0.44776119402985076,0.1602941176470588,0.3078150080256822,0.326260162601626,0.30460030165912516,0.12705223880597016,23.97,370,Medium Engagement,webinar,True
172,Andrew,Lee,cardiology,high_value,TERR_02,Minneapolis,MN,hospital,1.3,False,In-Person-Heavy,1.0,2.0,7.0,10.0,6.0,1.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.6,0.6666666666666666,2025-03-27 17:00:00,2025-12-16 11:00:00,2025-11-25 13:00:00,2026-01-02 10:00:00,2025-08-18 16:00:00,281,17,38,0,137,0.5882352941176471,1.0,0.4375,0.4411764705882353,0.6,0.17964071856287425,0.11764705882352941,0.6382978723404256,0.0625,0.09646302250803858,0.6764705882352942,0.21948529411764706,0.5492614770459081,0.16295369211514393,0.5380426045016078,46.18,19,High Engagement,rep_visit,True
173,Mark,Lin,primary_care,medium_value,TERR_23,Mesa,AZ,private_practice,1.9,False,Digital-Heavy,1.0,5.0,6.0,7.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.16666666666666666,0.2857142857142857,0.0,2025-02-13 16:00:00,2026-01-01 12:00:00,2025-09-03 11:00:00,2025-12-16 14:00:00,2025-11-04 14:00:00,323,1,121,17,59,0.4117647058823529,0.6382978723404256,0.375,0.19867549668874174,0.7,0.33707865168539325,0.29411764705882354,0.9677419354838709,0.0625,0.08498583569405098,0.39404612908993386,0.23556843267108166,0.27741573033707867,0.28178368121442127,0.035747167138810196,26.84,315,Medium Engagement,rep_visit,True
174,Tammy,Ramirez,cardiology,medium_value,TERR_42,Kansas City,MO,clinic,3.0,False,Digital-Heavy,3.0,1.0,8.0,12.0,4.0,1.0,1.0,4.0,2.0,2.0,0.3333333333333333,1.0,0.5,0.16666666666666666,0.5,2025-09-24 12:00:00,2025-03-14 17:00:00,2025-12-04 08:00:00,2025-12-29 11:00:00,2025-10-02 10:00:00,100,294,29,4,92,0.7058823529411765,0.8823529411764706,0.5,0.5084745762711864,0.4,0.24590163934426232,0.058823529411764705,0.09259259259259259,0.1875,0.23076923076923073,0.4715686274509804,0.5016949152542374,0.41918032786885245,0.536165577342048,0.2690705128205128,44.64,35,High Engagement,email,True
175,Darlene,Ross,primary_care,medium_value,TERR_23,Omaha,NE,private_practice,4.3,False,In-Person-Heavy,2.0,5.0,9.0,4.0,6.0,0.0,1.0,4.0,3.0,2.0,0.0,0.2,0.4444444444444444,0.75,0.3333333333333333,2025-07-15 08:00:00,2025-12-29 14:00:00,2025-12-22 14:00:00,2025-08-25 17:00:00,2025-10-07 13:00:00,171,4,11,130,87,0.23529411764705882,0.1875,0.5625,0.7317073170731707,0.6,0.25641025641025644,0.29411764705882354,0.8823529411764706,0.125,0.14925373134328357,0.4830882352941176,0.5373136856368563,0.397948717948718,0.3647058823529412,0.06735074626865671,39.68,100,Medium Engagement,phone_call,True
176,Tina,Herrera,dermatology,high_value,TERR_27,Virginia Beach,VA,private_practice,3.5,False,Mixed,4.0,4.0,6.0,10.0,2.0,0.0,2.0,3.0,10.0,0.0,0.0,0.5,0.5,1.0,0.0,2025-09-18 09:00:00,2025-12-15 16:00:00,2025-12-02 17:00:00,2025-12-25 09:00:00,2025-08-15 17:00:00,106,18,31,8,140,0.5882352941176471,0.7894736842105263,0.375,0.49180327868852464,0.2,0.1764705882352941,0.23529411764705882,0.625,0.25,0.22058823529411764,0.8343653250773995,0.4608606557377049,0.09529411764705882,0.4455882352941176,0.11911764705882352,44.62,36,High Engagement,rep_visit,True
177,Sheila,Wilson,oncology,low_value,TERR_46,Los Angeles,CA,cancer_center,0.5,True,Mixed,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,2025-12-05 10:00:00,,,2025-12-08 09:00:00,2026-01-01 12:00:00,28,,,25,1,0.17647058823529413,0.5454545454545454,0.0,0.0,0.1,0.9677419354838709,0.0,0.0,0.125,0.5172413793103449,0.32869875222816397,0.0,0.2235483870967742,0.0,0.14094827586206898,16.45,460,Low Engagement,Do Not Contact,False
178,Tara,White,endocrinology,high_value,TERR_36,Portland,OR,hospital,1.9,False,Digital-Heavy,5.0,5.0,7.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,2025-09-18 15:00:00,2025-12-23 15:00:00,2025-12-15 12:00:00,2025-04-23 12:00:00,2025-12-29 09:00:00,106,10,18,254,4,0.11764705882352941,0.1056338028169014,0.4375,0.625,0.3,0.8823529411764706,0.29411764705882354,0.75,0.3125,0.22058823529411764,0.5564208782104391,0.25625,0.43313725490196076,0.2382352941176471,0.13786764705882354,36.12,167,Medium Engagement,rep_visit,True
179,Sydney,Baker,dermatology,low_value,TERR_39,Virginia Beach,VA,private_practice,4.8,False,In-Person-Heavy,5.0,8.0,3.0,4.0,3.0,1.0,2.0,0.0,0.0,2.0,0.2,0.25,0.0,0.0,0.6666666666666666,2025-12-22 14:00:00,2025-10-09 13:00:00,2025-08-11 09:00:00,2025-12-12 10:00:00,2025-12-15 13:00:00,11,85,144,21,18,0.23529411764705882,0.5882352941176471,0.1875,0.1724137931034483,0.3,0.625,0.47058823529411764,0.2608695652173913,0.3125,0.7317073170731707,0.18823529411764706,0.09073275862068966,0.5483333333333333,0.31835038363171353,0.34009146341463414,28.31,285,Medium Engagement,webinar,True
180,Daniel,Hamilton,cardiology,high_value,TERR_24,El Paso,TX,clinic,1.5,False,Mixed,2.0,3.0,11.0,14.0,3.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.45454545454545453,0.7857142857142857,0.0,2025-10-23 13:00:00,2025-08-01 14:00:00,2025-12-30 14:00:00,2025-12-04 10:00:00,2025-11-05 11:00:00,71,154,3,29,58,0.8235294117647058,0.5084745762711864,0.6875,0.9090909090909091,0.3,0.3409090909090909,0.17647058823529413,0.16304347826086957,0.125,0.297029702970297,0.7416108816407918,0.615340909090909,0.15818181818181817,0.08554987212276215,0.09690594059405941,40.46,87,High Engagement,rep_visit,True
181,Jessica,Edwards,dermatology,high_value,TERR_43,Indianapolis,IN,private_practice,1.0,False,Digital-Heavy,4.0,13.0,8.0,4.0,3.0,0.0,1.0,3.0,4.0,1.0,0.0,0.07692307692307693,0.375,1.0,0.3333333333333333,2025-05-13 09:00:00,2025-10-20 11:00:00,2026-01-01 13:00:00,2025-09-30 08:00:00,2025-08-14 09:00:00,234,74,1,94,141,0.23529411764705882,0.24193548387096778,0.5,0.9677419354838709,0.3,0.17543859649122806,0.7647058823529411,0.28846153846153844,0.25,0.11363636363636363,0.6189753320683111,0.5310483870967742,0.29175438596491227,0.32556561085972846,0.09772727272727272,41.37,73,High Engagement,rep_visit,True
182,Catherine,Dixon,cardiology,low_value,TERR_26,Los Angeles,CA,hospital,3.0,True,Mixed,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.5,0.6666666666666666,2025-08-19 09:00:00,,,2025-10-15 17:00:00,2026-01-02 16:00:00,136,,,79,0,0.35294117647058826,0.27522935779816515,0.0,0.0,0.3,1.0,0.0,0.0,0.0625,0.18072289156626506,0.4109282245008095,0.0,0.6233333333333333,0.0,0.054894578313253006,25.62,342,Medium Engagement,Do Not Contact,False
183,Paul,Ray,dermatology,low_value,TERR_40,Omaha,NE,private_practice,5.3,False,Digital-Heavy,3.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,2025-12-25 09:00:00,2025-12-12 08:00:00,2025-07-03 08:00:00,2025-10-07 14:00:00,2025-10-23 10:00:00,8,21,183,87,71,0.058823529411764705,0.25641025641025644,0.125,0.14084507042253522,0.1,0.297029702970297,0.35294117647058826,0.5882352941176471,0.1875,0.7894736842105263,0.0689291101055807,0.06566901408450704,0.0894059405940594,0.30686274509803924,0.21414473684210528,12.98,482,Low Engagement,email,True
184,Jonathan,Fletcher,primary_care,high_value,TERR_37,Oakland,CA,private_practice,0.6,False,Mixed,13.0,9.0,7.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.07692307692307693,0.2222222222222222,0.0,0.3333333333333333,0.0,2025-12-23 12:00:00,2025-10-09 11:00:00,2025-11-24 14:00:00,2025-09-29 14:00:00,2025-10-28 14:00:00,10,85,39,95,66,0.17647058823529413,0.24000000000000005,0.4375,0.4347826086956522,0.1,0.3125,0.5294117647058824,0.2608695652173913,0.8125,0.75,0.26760784313725494,0.21820652173913047,0.0925,0.32210855356635404,0.4322115384615385,25.56,343,Medium Engagement,digital_ad,True
185,Aaron,Frost,endocrinology,medium_value,TERR_49,Indianapolis,IN,hospital,3.9,True,Mixed,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2025-12-30 09:00:00,2025-02-26 08:00:00,,,,3,310,0.4117647058823529,0.9090909090909091,0.0,0.0,0.3,0.08823529411764705,0.0,0.0,0.0,0.0,0.8053475935828878,0.0,0.1076470588235294,0.0,0.0,26.31,327,Medium Engagement,Do Not Contact,False
186,Amanda,Ball,oncology,high_value,TERR_12,San Francisco,CA,cancer_center,1.8,False,Mixed,5.0,8.0,3.0,5.0,7.0,1.0,0.0,0.0,2.0,4.0,0.2,0.0,0.0,0.4,0.5714285714285714,2025-12-19 17:00:00,2026-01-02 15:00:00,2025-07-29 16:00:00,2025-12-08 11:00:00,2025-12-01 09:00:00,14,0,157,25,32,0.29411764705882354,0.5454545454545454,0.1875,0.16042780748663102,0.7,0.48387096774193555,0.47058823529411764,1.0,0.3125,0.6818181818181818,0.39732620320855616,0.0883355614973262,0.5924884792626728,0.3411764705882353,0.33011363636363633,35.61,174,Medium Engagement,webinar,True
187,Judy,Lambert,cardiology,medium_value,TERR_06,San Diego,CA,hospital,2.2,False,In-Person-Heavy,10.0,17.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.058823529411764705,0.3333333333333333,0.0,0.3333333333333333,2025-09-04 10:00:00,2025-12-26 11:00:00,2025-10-02 13:00:00,2025-12-01 10:00:00,2025-07-24 16:00:00,120,7,92,32,162,0.11764705882352941,0.48387096774193555,0.1875,0.24590163934426232,0.3,0.15625,1.0,0.8108108108108107,0.625,0.2,0.13206831119544593,0.2720969945355191,0.28791666666666665,0.4915739268680445,0.2275,25.95,333,Medium Engagement,email,True
188,Michael,Jones,primary_care,medium_value,TERR_26,Raleigh,NC,hospital,4.4,True,Digital-Heavy,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.25,0.6666666666666666,2025-11-17 15:00:00,,,2025-12-26 13:00:00,2025-08-28 15:00:00,46,,,7,127,0.23529411764705882,0.8108108108108107,0.0,0.0,0.3,0.19108280254777069,0.0,0.0,0.25,0.39473684210526316,0.3577503974562798,0.0,0.46154989384288747,0.0,0.15394736842105264,22.27,395,Medium Engagement,Do Not Contact,False
189,Elizabeth,Rivera,dermatology,medium_value,TERR_07,Columbus,OH,clinic,2.0,False,Mixed,4.0,8.0,6.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,2025-11-11 16:00:00,2025-10-24 17:00:00,2025-11-06 08:00:00,2025-10-15 15:00:00,2025-12-01 12:00:00,52,70,57,79,32,0.058823529411764705,0.27522935779816515,0.375,0.3448275862068966,0.5,0.48387096774193555,0.47058823529411764,0.3,0.25,0.36585365853658536,0.07269293038316244,0.26479885057471264,0.24677419354838712,0.2011764705882353,0.14817073170731707,17.65,448,Low Engagement,phone_call,True
190,Lee,Charles,dermatology,medium_value,TERR_08,Cleveland,OH,clinic,9.7,False,Digital-Heavy,0.0,3.0,4.0,8.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.25,0.75,1.0,,2025-12-30 14:00:00,2025-11-17 13:00:00,2025-12-08 08:00:00,2025-05-16 08:00:00,,3,46,25,231,0.47058823529411764,0.5454545454545454,0.25,0.39473684210526316,0.1,0.1149425287356322,0.17647058823529413,0.9090909090909091,0.0,0.0,0.6252673796791444,0.27894736842105267,0.5529885057471264,0.23475935828877006,0.0,38.92,117,Medium Engagement,rep_visit,True
191,Jennifer,Evans,cardiology,high_value,TERR_18,Omaha,NE,clinic,2.8,False,Digital-Heavy,4.0,2.0,9.0,10.0,3.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.2222222222222222,0.8,0.0,2025-12-19 08:00:00,2025-03-12 11:00:00,2025-10-24 13:00:00,2026-01-01 14:00:00,2025-11-28 10:00:00,14,296,70,1,35,0.5882352941176471,0.9677419354838709,0.5625,0.3,0.3,0.46153846153846145,0.11764705882352941,0.09202453987730061,0.25,0.6818181818181818,0.7700189753320683,0.3398611111111111,0.18230769230769228,0.05369902562251895,0.21136363636363636,37.52,135,Medium Engagement,rep_visit,True
192,Kyle,Ortiz,primary_care,high_value,TERR_44,Minneapolis,MN,clinic,2.8,False,Mixed,11.0,13.0,4.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,0.18181818181818182,0.23076923076923078,0.0,1.0,0.3333333333333333,2025-12-19 09:00:00,2025-12-12 08:00:00,2025-10-20 09:00:00,2025-04-14 17:00:00,2025-08-05 15:00:00,14,21,74,263,150,0.058823529411764705,0.10238907849829351,0.25,0.28846153846153844,0.3,0.16666666666666666,0.7647058823529411,0.5882352941176471,0.6875,0.6818181818181818,0.5381248745231881,0.1326923076923077,0.29,0.46244343891402717,0.4335227272727272,38.04,126,Medium Engagement,rep_visit,True
193,Richard,Phillips,oncology,medium_value,TERR_39,Charlotte,NC,private_practice,0.5,False,Mixed,12.0,15.0,4.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,0.0,0.4,0.25,1.0,0.5,2025-12-22 13:00:00,2025-12-30 14:00:00,2025-09-24 16:00:00,2025-10-21 17:00:00,2025-11-07 12:00:00,11,3,100,73,56,0.058823529411764705,0.29126213592233013,0.25,0.23076923076923073,0.2,0.3488372093023256,0.8823529411764706,0.9090909090909091,0.75,0.7317073170731707,0.5758994860079955,0.24615384615384617,0.3797674418604651,0.646524064171123,0.37134146341463414,45.06,30,High Engagement,email,True
194,David,Fisher,primary_care,medium_value,TERR_13,Seattle,WA,private_practice,0.9,False,Mixed,4.0,2.0,5.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.5,0.0,0.4,0.0,0.0,2025-11-03 17:00:00,2025-12-17 09:00:00,2025-12-31 09:00:00,2025-10-21 14:00:00,2025-08-27 09:00:00,60,16,2,73,128,0.17647058823529413,0.29126213592233013,0.3125,0.9375,0.3,0.189873417721519,0.11764705882352941,0.6521739130434783,0.25,0.3333333333333333,0.11119360365505426,0.48125,0.1279746835443038,0.16572890025575449,0.39166666666666666,23.88,372,Medium Engagement,phone_call,True
195,Shelby,Byrd,primary_care,medium_value,TERR_32,Albuquerque,NM,clinic,2.9,True,Digital-Heavy,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2025-11-11 11:00:00,,,2025-12-05 11:00:00,2025-02-04 08:00:00,52,,,28,332,0.23529411764705882,0.5172413793103449,0.0,0.0,0.2,0.08287292817679558,0.0,0.0,0.125,0.36585365853658536,0.17403651115618662,0.0,0.5765745856353591,0.0,0.11067073170731706,18.41,440,Low Engagement,Do Not Contact,False
196,Raven,Gilbert,cardiology,low_value,TERR_29,Arlington,TX,private_practice,6.6,False,Mixed,5.0,5.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.2,0.4,0.0,0.5,1.0,2025-12-01 15:00:00,2025-11-20 16:00:00,2025-12-16 11:00:00,2025-02-04 09:00:00,2025-12-30 12:00:00,32,43,17,332,3,0.11764705882352941,0.08287292817679558,0.1875,0.6382978723404256,0.1,0.9090909090909091,0.29411764705882354,0.410958904109589,0.3125,0.48387096774193555,0.30186870328241794,0.18390957446808512,0.7118181818181819,0.3704270749395649,0.2905241935483871,36.88,147,Medium Engagement,webinar,True
197,Kevin,Kelley,dermatology,medium_value,TERR_10,Baltimore,MD,private_practice,0.5,False,Mixed,5.0,8.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-11-06 14:00:00,2025-12-24 08:00:00,2025-11-26 12:00:00,2025-04-25 09:00:00,2025-12-04 16:00:00,57,9,37,252,29,0.11764705882352941,0.10638297872340426,0.375,0.44776119402985076,0.2,0.5084745762711864,0.47058823529411764,0.7692307692307692,0.3125,0.3448275862068966,0.05657071339173968,0.20205223880597015,0.1616949152542373,0.29502262443438915,0.16271551724137934,15.84,465,Low Engagement,email,True
198,Aaron,Mitchell,primary_care,medium_value,TERR_01,Baltimore,MD,private_practice,3.7,False,Digital-Heavy,8.0,7.0,2.0,2.0,4.0,0.0,4.0,1.0,1.0,2.0,0.0,0.5714285714285714,0.5,0.5,0.5,2025-10-09 08:00:00,2025-11-04 15:00:00,2025-05-08 12:00:00,2026-01-02 09:00:00,2025-11-19 15:00:00,85,59,239,0,44,0.11764705882352941,1.0,0.125,0.11152416356877323,0.4,0.4054054054054054,0.4117647058823529,0.33707865168539325,0.5,0.2608695652173913,0.4852941176470588,0.30980483271375464,0.4510810810810811,0.47665942781607024,0.20217391304347826,39.96,93,Medium Engagement,rep_visit,True
199,Russell,Carpenter,primary_care,high_value,TERR_37,Oklahoma City,OK,private_practice,1.3,False,Digital-Heavy,12.0,11.0,4.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,2025-12-08 16:00:00,2025-12-24 16:00:00,2025-08-01 17:00:00,2025-05-19 09:00:00,2025-10-21 17:00:00,25,9,154,228,73,0.058823529411764705,0.11627906976744186,0.25,0.16304347826086957,0.3,0.29126213592233013,0.6470588235294118,0.7692307692307692,0.75,0.5454545454545454,0.04090287277701778,0.1076086956521739,0.14825242718446602,0.5752365281777047,0.33409090909090905,19.98,424,Low Engagement,email,True
200,Diana,Marshall,primary_care,medium_value,TERR_15,Arlington,TX,hospital,2.4,False,Digital-Heavy,9.0,10.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.3,0.0,0.3333333333333333,0.0,2025-08-06 14:00:00,2025-12-15 09:00:00,2025-10-01 12:00:00,2025-12-08 10:00:00,2025-06-27 12:00:00,149,18,93,25,189,0.17647058823529413,0.5454545454545454,0.1875,0.24390243902439027,0.3,0.136986301369863,0.5882352941176471,0.625,0.5625,0.16759776536312848,0.32869875222816397,0.10503048780487806,0.1173972602739726,0.4514705882352941,0.20226955307262567,24.12,366,Medium Engagement,email,True
201,Scott,Lewis,primary_care,high_value,TERR_46,Detroit,MI,clinic,2.6,False,Digital-Heavy,2.0,4.0,11.0,6.0,4.0,2.0,0.0,3.0,1.0,4.0,1.0,0.0,0.2727272727272727,0.16666666666666666,1.0,2025-07-28 09:00:00,2025-10-30 16:00:00,2025-11-20 17:00:00,2025-12-17 11:00:00,2025-12-08 17:00:00,158,64,43,16,25,0.35294117647058826,0.6521739130434783,0.6875,0.410958904109589,0.4,0.5454545454545454,0.23529411764705882,0.3191489361702128,0.125,0.1595744680851064,0.3196504688832055,0.42480541718555415,0.7290909090909091,0.1344180225281602,0.5694148936170212,43.22,49,High Engagement,webinar,True
